Marketplace;Brand;Series;PriceNow;PriceOriginal;Guarantee_year;OS;CoresNumber;Processor;ProcessorType;ProcessorModel;ProcessorFrequency_GHz;GpuManufacturer;GpuController;ScreenSize_inch;ScreenFrequency_GHz;SSDSize_GGb;RAM_GGb;RAM_type;HDMI;Material;Battery_hour;Weight_kg
SberMegaMarket;Lenovo;для работы и учебы;72900;0;0;Без ОС;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;512;16;DDR4;0;"алюминий; пластик";8;nan
SberMegaMarket;Lenovo;для работы и учебы;128854;0;0;Без ОС;4;Intel;Core i7;1165G7;nan;Intel;Iris Xe Graphics;nan;60;512;16;DDR4;0;"алюминий; пластик";8;nan
SberMegaMarket;Lenovo;для работы и учебы;67881;0;0;DOS;8;AMD;Ryzen 7;5700U;nan;AMD;Radeon Graphics;nan;60;512;16;DDR4;1;пластик;07.май;nan
SberMegaMarket;Acer;для работы и учебы;41490;0;0;Без ОС;2;Intel;Core i3;1115G4;nan;Intel;UHD Graphics 630;nan;60;256;8;DDR4;1;пластик;8;nan
SberMegaMarket;MSI;игровой;229041;0;0;Windows;2;Intel;nan;11900H;nan;NVIDIA;GeForce RTX 3070;nan;60;128;32;DDR4;0;алюминий;6;nan
SberMegaMarket;ASUS;игровой;229041;0;0;Windows;5;Intel;nan;12900H;nan;Intel;Radeon Graphics;nan;60;1024;16;DDR5;0;"алюминий; пластик";12;2
SberMegaMarket;Lenovo;для работы и учебы;79990;0;0;DOS;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;128;8;DDR4;1;пластик;05.май;nan
SberMegaMarket;Lenovo;для работы и учебы;78679;0;0;DOS;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;512;8;DDR4;1;пластик;05.май;nan
SberMegaMarket;Lenovo;для работы и учебы;74990;0;0;DOS;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;512;8;DDR4;1;пластик;05.май;nan
SberMegaMarket;Acer;игровой;125990;0;0;Без ОС;12;Intel;Core i5;12500H;nan;NVIDIA;GeForce RTX 3060;nan;144;512;16;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;игровой;145990;0;0;Без ОС;12;Intel;Core i5;12500H;nan;NVIDIA;GeForce RTX 3060;nan;144;512;16;DDR4;1;пластик;7;3
SberMegaMarket;Acer;игровой;104470;0;0;Без ОС;6;AMD;Ryzen 5;6600H;nan;NVIDIA;GeForce RTX 3060;nan;144;512;16;DDR5;1;пластик;6;2
SberMegaMarket;Acer;игровой;172382;0;0;Без ОС;8;AMD;Ryzen 7;6800H;nan;NVIDIA;GeForce RTX 3060;nan;144;1024;16;DDR5;1;пластик;6;2
SberMegaMarket;Lenovo;для работы и учебы;39990;0;0;Без ОС;4;AMD;Ryzen 3;5300U;nan;AMD;Radeon Graphics;nan;60;0;4;DDR4;1;пластик;07.май;nan
SberMegaMarket;HP;для работы и учебы;49990;0;0;Windows;2;Intel;Core i3;1115G4;3;Intel;HD Graphics;nan;60;256;8;DDR4;1;пластик;сен.75;nan
SberMegaMarket;Lenovo;универсальный;115210;0;0;Без ОС;4;Intel;Core i7;11370H;nan;NVIDIA;GeForce MX450;16;120;1024;16;DDR4;1;алюминий;10;nan
SberMegaMarket;HP;для работы и учебы;91932;0;0;Windows;10;Intel;Core i7;1165G7;nan;Intel;Iris Xe Graphics;nan;60;512;16;DDR4;0;алюминий;8;nan
SberMegaMarket;ASUS;для работы и учебы;58357;0;0;Windows;2;Intel;Core i3;1115G4;3;Intel;UHD Graphics;nan;60;512;8;DDR4;0;пластик;8;nan
SberMegaMarket;ASUS;для работы и учебы;78999;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;14;60;512;8;DDR4;0;алюминий;8;nan
SberMegaMarket;ASUS;универсальный;46619;0;0;Windows;2;Intel;Core i3;1005G1;nan;Intel;nan;nan;60;256;4;DDR4;1;пластик;5;nan
SberMegaMarket;ASUS;универсальный;79990;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;512;8;DDR4;1;"металл; пластик";5;nan
SberMegaMarket;Dell;для работы и учебы;72370;0;0;Windows;4;Intel;Core i5;1145G7;nan;Intel;UHD Graphics;14;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;Lenovo;для работы и учебы;77094;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;05.май;nan
SberMegaMarket;HP;для работы и учебы;98480;0;0;Без ОС;4;Intel;Core i7;1165G7;4;Intel;Iris Xe Graphics;nan;60;512;16;DDR4;1;"металл; пластик";7;nan
SberMegaMarket;HP;универсальный;40933;0;0;Windows;4;Intel;Pentium;N6000;nan;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;7;nan
SberMegaMarket;Hasee;универсальный;105990;0;0;DOS;12;Intel;Core i5;12500H;nan;NVIDIA;"GeForce RTX 3050; GeForce RTX 3060";16;165;512;16;DDR4;1;"металл; пластик";8;nan
SberMegaMarket;Hasee;универсальный;124490;0;0;DOS;14;Intel;nan;12900H;nan;NVIDIA;GeForce RTX 3060;16;165;1024;16;DDR4;1;"металл; пластик";8;nan
SberMegaMarket;MSI;игровой;179990;0;0;Windows;14;Intel;Core i7;12700H;nan;NVIDIA;GeForce RTX 3060;nan;144;1024;16;DDR5;1;алюминий;6;nan
SberMegaMarket;Samsung;"для бизнеса; для работы и учебы";98000;0;0;Windows;10;Intel;Core i5;1235U;nan;Intel;Iris Xe Graphics;nan;60;256;8;LPDDR5;0;алюминий;10;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";218990;0;0;Windows;12;Intel;Core i7;1260P;nan;Intel;Iris Xe Graphics;14;60;512;16;DDR5;1;углеродное волокно;18;1
SberMegaMarket;ASUS;"для бизнеса; для работы и учебы";96990;0;0;Windows;8;AMD;Ryzen 7;5850U;2;AMD;Radeon Graphics;14;90;512;8;DDR4;1;алюминий;10;nan
SberMegaMarket;Lenovo;для работы и учебы;44855;0;0;DOS;2;Intel;Core i3;1115G4;3;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;08.май;nan
SberMegaMarket;Lenovo;игровой;124089;0;0;Без ОС;8;AMD;Ryzen 7;5800H;nan;NVIDIA;GeForce RTX 3060;nan;120;512;16;DDR4;1;пластик;7;nan
SberMegaMarket;Huawei;универсальный;97745;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;14;60;512;16;DDR4;1;алюминий;6;nan
SberMegaMarket;ASUS;для работы и учебы;65208;0;0;DOS;4;Intel;Core i7;1165G7;nan;Intel;Iris Xe Graphics;nan;60;512;8;DDR4;1;"алюминий; пластик";7;nan
SberMegaMarket;HP;для работы и учебы;51528;0;0;DOS;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;9;nan
SberMegaMarket;HP;для работы и учебы;40884;0;0;Windows;2;Intel;Core i3;1115G4;nan;Intel;Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;7;nan
SberMegaMarket;Lenovo;для работы и учебы;79363;0;0;DOS;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;256;12;DDR4;1;пластик;08.май;nan
SberMegaMarket;Lenovo;для работы и учебы;68050;0;0;DOS;4;Intel;Core i5;1135G7;nan;NVIDIA;GeForce MX350;nan;60;512;8;DDR4;1;пластик;08.май;nan
SberMegaMarket;Lenovo;для работы и учебы;47437;0;0;DOS;2;Intel;Core i3;1115G4;3;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;08.май;nan
SberMegaMarket;Lenovo;для работы и учебы;77090;0;0;DOS;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;256;8;DDR4;1;пластик;08.май;nan
SberMegaMarket;Lenovo;для работы и учебы;79760;0;0;DOS;2;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;256;12;DDR4;1;пластик;08.май;nan
SberMegaMarket;HP;для работы и учебы;87990;0;0;Windows;4;Intel;Core i7;1195G7;nan;NVIDIA;GeForce MX350;nan;60;1024;16;DDR4;1;"металл; пластик";8;nan
SberMegaMarket;Lenovo;для работы и учебы;64674;0;0;Windows;6;AMD;Ryzen 5;5500U;nan;AMD;Radeon Graphics;nan;60;512;8;DDR4;1;пластик;07.май;nan
SberMegaMarket;HP;для работы и учебы;54990;0;0;DOS;4;Intel;Core i5;1035G1;1;NVIDIA;GeForce MX110;nan;60;256;8;DDR4;1;пластик;5;nan
SberMegaMarket;MSI;игровой;208000;0;0;Windows;14;Intel;Core i7;12700H;nan;NVIDIA;GeForce RTX 3080 Ti;nan;144;1024;16;DDR5;1;пластик;6;nan
SberMegaMarket;Acer;игровой;199990;0;0;Windows;14;Intel;Core i7;12700H;nan;NVIDIA;GeForce RTX 3070 Ti;nan;240;1024;16;DDR5;1;пластик;6;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";99990;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;256;8;DDR4;0;пластик;8;2
SberMegaMarket;ASUS;для работы и учебы;62227;0;0;Без ОС;6;AMD;Ryzen 5;4600U;nan;AMD;Radeon Graphics;nan;60;256;8;DDR4;1;"металл; пластик";8;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";219990;0;0;Windows;14;Intel;Core i7;12700H;nan;NVIDIA;Quadro T600;nan;60;1024;16;DDR5;1;пластик;8;nan
SberMegaMarket;Acer;для работы и учебы;53464;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;512;8;DDR4;1;пластик;6;nan
SberMegaMarket;INFERIT;универсальный;79966;0;0;Без ОС;4;Intel;Core i5;10210U;nan;Intel;UHD Graphics;nan;60;256;8;DDR4;0;пластик;9;nan
SberMegaMarket;HP;для работы и учебы;32105;0;0;DOS;2;Intel;Celeron;N4020;nan;Intel;HD Graphics 600;nan;60;256;8;DDR4;1;пластик;12;nan
SberMegaMarket;ASUS;для работы и учебы;35690;0;0;DOS;2;Intel;Pentium;7505;2;Intel;UHD Graphics;nan;60;512;8;DDR4;1;пластик;8;nan
SberMegaMarket;Lenovo;для работы и учебы;39990;0;0;DOS;2;Intel;Core i3;10110U;nan;Intel;UHD Graphics;nan;60;512;4;DDR4;1;пластик;7;nan
SberMegaMarket;Lenovo;игровой;109897;0;0;DOS;4;Intel;Core i7;11370H;nan;NVIDIA;GeForce RTX 3050;nan;120;512;16;DDR4;1;пластик;8;nan
SberMegaMarket;Samsung;"для бизнеса; для работы и учебы";72600;0;0;Windows;4;Intel;Core i7;1165G7;1;Intel;Iris Xe Graphics;nan;60;256;16;DDR4;1;алюминий;10;1
SberMegaMarket;Acer;игровой;95990;0;0;Без ОС;6;AMD;Ryzen 5;5600H;nan;NVIDIA;GeForce RTX 3050 Ti;nan;144;512;8;DDR4;1;пластик;10;nan
SberMegaMarket;Acer;игровой;113990;0;0;Без ОС;6;Intel;Core i5;11400H;nan;NVIDIA;GeForce RTX 3060;nan;144;512;8;DDR4;1;пластик;4;nan
SberMegaMarket;Acer;игровой;104380;0;0;Без ОС;12;Intel;Core i5;12500H;nan;NVIDIA;GeForce RTX 3050 Ti;nan;144;512;8;DDR4;1;пластик;7;nan
SberMegaMarket;ASUS;"для офиса и учебы; для работы и учебы; игровой";90790;0;0;Без ОС;6;Intel;Core i5;11400H;nan;NVIDIA;GeForce RTX 3050;nan;nan;512;16;DDR4;1;"пластик; металл";5;nan
SberMegaMarket;Machenike;универсальный;68600;0;0;DOS;8;Intel;Core i5;12450H;nan;NVIDIA;GeForce GTX 1650;nan;144;512;8;DDR4;0;nan;5;nan
SberMegaMarket;HP;для работы и учебы;74880;0;0;Windows;6;AMD;Ryzen 5;5500U;nan;AMD;Radeon Graphics;nan;60;1024;16;DDR4;1;пластик;6;nan
SberMegaMarket;ASUS;"для бизнеса; для работы и учебы";104999;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;14;nan;1024;16;LPDDR4X;1;алюминий;10;nan
SberMegaMarket;Chuwi;"для бизнеса; для работы и учебы; универсальный";54989;0;0;Windows;4;Intel;Core i5;10210U;nan;Intel;UHD Graphics;nan;nan;512;16;DDR4L;1;"алюминий; магниевый сплав; пластик";7;1
SberMegaMarket;Acer;для работы и учебы;51507;0;0;Без ОС;8;AMD;Ryzen 7;5700U;nan;AMD;Radeon Graphics;nan;60;512;8;DDR4;1;пластик;10;nan
SberMegaMarket;Acer;игровой;149990;0;0;Без ОС;14;Intel;Core i7;12700H;nan;NVIDIA;GeForce RTX 3060;nan;144;1024;16;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;для работы и учебы;44490;0;0;Без ОС;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon Graphics;nan;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;игровой;103701;0;0;Без ОС;6;AMD;Ryzen 5;5600H;nan;NVIDIA;GeForce RTX 3060;nan;144;256;8;DDR4;1;пластик;10;nan
SberMegaMarket;HIPER;для работы и учебы;50276;0;0;Без ОС;6;AMD;Ryzen 5;5600U;nan;AMD;Radeon Graphics;nan;nan;256;8;DDR4;0;nan;8;nan
SberMegaMarket;HIPER;для работы и учебы;52928;0;0;Без ОС;8;AMD;Ryzen 7;5800U;nan;AMD;Radeon Graphics;nan;nan;256;8;DDR4;0;nan;8;nan
SberMegaMarket;HIPER;для работы и учебы;53438;0;0;Без ОС;6;AMD;Ryzen 5;5600U;nan;AMD;Radeon Graphics;nan;nan;512;16;DDR4;0;nan;8;nan
SberMegaMarket;Acer;игровой;139670;0;0;Без ОС;8;AMD;Ryzen 7;5800H;nan;NVIDIA;GeForce RTX 3070;nan;144;512;16;DDR4;1;пластик;10;nan
SberMegaMarket;Lenovo;игровой;146704;0;0;Без ОС;8;AMD;Ryzen 7;5800H;nan;NVIDIA;GeForce RTX 3050 Ti;16;165;512;16;DDR4;1;алюминий;07.сен;nan
SberMegaMarket;HIPER;для работы и учебы;41490;0;0;Без ОС;4;Intel;Core i5;10210U;nan;Intel;UHD Graphics;nan;nan;512;16;DDR4;1;nan;5;nan
SberMegaMarket;HIPER;для работы и учебы;44475;0;0;Windows;4;Intel;Core i5;10210U;nan;Intel;UHD Graphics;nan;nan;512;16;DDR4;1;nan;5;nan
