Marketplace;Brand;Series;PriceNow;PriceOriginal;Guarantee_year;OS;CoresNumber;Processor;ProcessorType;ProcessorModel;ProcessorFrequency_GHz;GpuManufacturer;GpuController;ScreenSize_inch;ScreenFrequency_GHz;SSDSize_GGb;RAM_GGb;RAM_type;HDMI;Material;Battery_hour;Weight_kg
Mvideo;Acer;nan;47990;47990;1;не установлена;2;nan;nan;nan;nan;nan;Intel UHD Graphics;nan;nan;512;8;DDR4;1;алюминий/ пластик;Да;nan
Mvideo;ASUS;VivoBook 15 OLED;66590;66590;1;Windows 11 Домашняя;4;nan;nan;nan;nan;Intel;Intel Iris Xe Graphics;nan;60;512;8;DDR4;1;пластик;6;nan
Mvideo;Apple;nan;128990;128990;1;macOS Monterey;8;nan;nan;nan;nan;nan;интегрированная;nan;60;256;8;nan;nan;алюминий;nan;nan
Mvideo;ASUS;nan;64990;64990;1;DOS;4;nan;nan;nan;nan;Intel;Intel UHD Graphics;nan;60;256;nan;DDR4;1;nan;5;nan
Mvideo;Lenovo;Lenovo IP3;37790;37790;1;не установлена;2;nan;nan;nan;nan;Intel;Intel UHD Graphics;nan;60;256;4;DDR4;1;пластик;05.май;nan
Mvideo;realme;Realme CloudPro002;79990;79990;1;Windows 11 Домашняя;4;nan;nan;nan;nan;Intel;Intel Iris Xe graphics;14;60;512;16;LPDDR4;nan;пластик/ алюминий;11;nan
Mvideo;Apple;Apple MacBook Air;103990;103990;1;macOS;8;nan;nan;nan;nan;Apple;Apple M2 GPU (интегрированный);nan;60;65536;8;nan;nan;алюминий;18;nan
Mvideo;Apple;nan;127990;127990;1;macOS;8;nan;nan;nan;nan;Apple;Apple M2 (интегрированный);nan;60;262144;8;Apple M2;nan;алюминий;18;nan
Mvideo;HP;15-DB1240UR (22N10EA) Grey;60290;60290;1;не установлена;2;nan;nan;nan;nan;AMD;Radeon Graphics;nan;nan;256;4;DDR4;1;пластик;7;nan
Mvideo;ASUS;nan;85190;85190;1;Windows 11 Домашняя;8;nan;nan;nan;nan;nan;Radeon Graphics;nan;90;512;16;nan;1;пластик;nan;nan
Mvideo;Apple;nan;109990;109990;1;macOS;8;nan;nan;nan;nan;Apple;интегрированная;nan;nan;524288;8;nan;nan;алюминий;Да;nan
Mvideo;Apple;nan;243990;243990;1;macOS Monterey;10;nan;nan;nan;nan;nan;интегрированная;nan;60;512;16;nan;nan;алюминий;nan;nan
Mvideo;HP;HP 15s-fq2011ur 2X1R7EA;61490;61490;1;не установлена;4;nan;nan;nan;nan;Intel;Intel Iris Xe Graphics;nan;60;512;8;DDR4;1;пластик;7;nan
Mvideo;Apple;nan;83990;83990;1;macOS;8;nan;nan;nan;nan;nan;интегрированная;nan;60;256;8;nan;nan;алюминий;nan;nan
Mvideo;Maibenben;X558 156 X558FSGCLGRE0 серый;91990;91990;1;Linux;8;nan;nan;nan;nan;nan;GeForce RTX 3060;nan;nan;1024000;16;DDR4;1;пластик;Да;nan
Mvideo;Acer;nan;28990;28990;1;Eshell;2;nan;nan;nan;nan;AMD;AMD Radeon;nan;60;128;4;DDR4;1;пластик;6;nan
Mvideo;Lenovo;Lenovo IP3;79990;79990;1;не установлена;4;nan;nan;nan;nan;NVIDIA;GeForce MX450 2ГБ;nan;60;128;8;DDR4;1;пластик;05.май;nan
Mvideo;Lenovo;Lenovo IdeaPad 3;39990;39990;1;не установлена;2;nan;nan;nan;nan;Intel;Intel UHD Graphics;nan;60;1000;4;DDR4;1;пластик;06.май;nan
Mvideo;Acer;ACER A315-56-33Z3;46990;46990;1;не установлена;2;nan;nan;nan;nan;Intel;Intel UHD Graphics;nan;60;512;8;DDR4;1;ABS-пластик;8;nan
Mvideo;Lenovo;V15 G2 ALC 82KD0031RU черный;39990;39990;1;не установлена;4;nan;nan;nan;nan;nan;Radeon Graphics;nan;90;nan;4;DDR4;1;пластик;7;nan
Mvideo;ASUS;nan;88190;88190;1;Windows 11 Домашняя;4;nan;nan;nan;nan;nan;Intel Iris Xe Graphics;nan;90;512;8;nan;1;алюминиевый сплав;Да;nan
Mvideo;Apple;nan;109990;109990;1;macOS;8;nan;nan;nan;nan;Apple;0;nan;60;524288;8;nan;nan;алюминий;Да;nan
Mvideo;HUAWEI;nan;79190;79190;1;Windows 10 Pro;2;nan;nan;nan;nan;Intel;Intel Iris Xe Graphics;nan;nan;512;8;DDR4;1;металл;5;nan
SberMegaMarket;MAIBENBEN;для работы и учебы;36900;0;0;Linux;8;AMD;Ryzen 7;4700U;2;AMD;Radeon Graphics;nan;60;512;8;DDR4;1;пластик;7;nan
SberMegaMarket;ASUS;для работы и учебы;48138;0;0;Windows;2;Intel;Core i3;1115G4;3;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;4;nan
SberMegaMarket;ASUS;для работы и учебы;26990;0;0;Без ОС;2;Intel;Celeron;N4500;nan;Intel;UHD Graphics;nan;60;256;4;DDR4;1;пластик;7;nan
SberMegaMarket;MSI;игровой;78990;0;0;DOS;12;Intel;Core i5;12500H;nan;NVIDIA;GeForce RTX 3050 Ti;nan;144;512;16;DDR4;1;пластик;04.май;nan
SberMegaMarket;DIGMA;для работы и учебы;23910;0;0;Windows;4;Intel;Pentium;N5030;nan;Intel;UHD Graphics 605;nan;60;256;8;DDR4;1;пластик;5;nan
SberMegaMarket;HIPER;универсальный;47878;0;0;Windows;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;512;8;DDR4;1;пластик;6;nan
SberMegaMarket;HIPER;универсальный;45990;0;0;Linux;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;512;16;DDR4;1;пластик;6;nan
SberMegaMarket;MSI;игровой;72467;0;0;DOS;8;AMD;Ryzen 7;5800H;nan;AMD;Radeon RX 5500M;nan;144;512;16;DDR4;1;пластик;6;nan
SberMegaMarket;MSI;игровой;136666;0;0;Windows;14;Intel;Core i7;1280P;nan;NVIDIA;GeForce RTX 3050 Ti;nan;60;1024;16;LPDDR4X;1;"алюминий; пластик";6;nan
SberMegaMarket;Lenovo;для работы и учебы;49999;0;0;Windows;8;AMD;Ryzen 5;5500U;nan;AMD;Radeon Graphics;14;nan;256;12;DDR4;1;пластик;11;nan
SberMegaMarket;Lenovo;для работы и учебы;42999;0;0;DOS;6;AMD;Ryzen 5;5500U;nan;AMD;Radeon Graphics;nan;60;128;8;DDR4;1;пластик;07.май;nan
SberMegaMarket;Lenovo;для работы и учебы;29999;0;0;Без ОС;2;Intel;Core i3;10110U;nan;Intel;UHD Graphics;nan;60;0;4;DDR4;1;пластик;9;nan
SberMegaMarket;Lenovo;для работы и учебы;84999;0;0;Windows;4;Intel;Core i7;1165G7;nan;Intel;Iris Xe Graphics;nan;nan;1024;16;LPDDR4X;1;металл;12;nan
SberMegaMarket;Lenovo;игровой;219990;0;0;Без ОС;nan;AMD;nan;5800H;nan;NVIDIA;GeForce RTX 3080;nan;165;1024;16;DDR4;1;алюминий;08.мар;nan
SberMegaMarket;Lenovo;для работы и учебы;31259;0;0;DOS;2;Intel;Celeron;6305;nan;Intel;UHD Graphics;14;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;ASUS;nan;49477;0;0;Windows;2;Intel;nan;10110U;nan;nan;UHD Graphics 620;14;60;256;8;DDR4;1;пластик;8;nan
SberMegaMarket;Acer;для работы и учебы;32897;0;0;DOS;2;Intel;Celeron;N4500;nan;Intel;UHD Graphics;nan;60;256;4;DDR4;0;пластик;8;3
SberMegaMarket;Acer;для работы и учебы;75670;0;0;Без ОС;4;Intel;Core i5;11300H;nan;Intel;Iris Xe Graphics;nan;60;256;8;LPDDR4X;1;металл;11.май;nan
SberMegaMarket;ASUS;"для бизнеса; для работы и учебы";130550;0;0;Windows;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;14;60;1024;16;LPDDR4X;1;алюминий;17;nan
SberMegaMarket;MSI;"для бизнеса; для работы и учебы";76450;0;0;Windows;6;Intel;Core i5;11400H;nan;NVIDIA;GeForce RTX 3050;nan;144;512;8;DDR4;1;алюминий;7;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";51485;0;0;DOS;4;Intel;Core i5;10210U;nan;Intel;UHD Graphics;14;60;256;8;DDR4;1;пластик;9;nan
SberMegaMarket;ASUS;универсальный;82390;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;512;16;DDR4;1;алюминий;12;nan
SberMegaMarket;MSI;игровой;134990;0;0;DOS;14;Intel;Core i7;12700H;nan;NVIDIA;GeForce RTX 3060;nan;144;512;8;DDR4;1;пластик;5;nan
SberMegaMarket;Lenovo;для работы и учебы;123440;0;0;Windows;4;Intel;Core i7;1165G7;nan;Intel;Iris Xe Graphics;nan;60;512;16;LPDDR4X;0;алюминий;12;nan
SberMegaMarket;HP;для работы и учебы;62600;0;0;DOS;4;Intel;Core i3;1125G4;2;Intel;UHD Graphics;14;60;256;8;DDR4;1;"алюминий; пластик";8;nan
SberMegaMarket;Lenovo;для работы и учебы;33191;0;0;DOS;2;AMD;Athlon;3150U;nan;AMD;Radeon Graphics;14;60;256;4;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;для работы и учебы;37977;0;0;Windows;4;Intel;Pentium;N5030;nan;Intel;UHD Graphics 605;nan;60;256;8;DDR4;1;пластик;06.май;nan
SberMegaMarket;ASUS;для работы и учебы;95200;0;0;Windows;4;Intel;Core i5;11300H;nan;NVIDIA;GeForce GTX 1650;14;60;512;16;DDR4;1;"алюминий; пластик";6;nan
SberMegaMarket;Lenovo;для работы и учебы;99950;0;0;Windows;6;AMD;Ryzen 5;5500U;nan;AMD;Radeon Graphics;nan;60;512;16;DDR4;1;"алюминий; пластик";07.май;nan
SberMegaMarket;MSI;универсальный;145475;0;0;Windows;14;Intel;Core i7;12700H;nan;NVIDIA;GeForce RTX 3050 Ti;nan;144;512;8;DDR4;1;пластик;5;nan
SberMegaMarket;ASUS;универсальный;149990;0;0;Windows;4;Intel;Core i5;11300H;nan;NVIDIA;GeForce RTX 3050;16;60;512;16;DDR4;1;алюминий;9;nan
SberMegaMarket;ASUS;универсальный;50990;0;0;Windows;2;Intel;Core i3;1115G4;3;Intel;UHD Graphics;nan;60;256;8;DDR4;1;алюминий;8;nan
SberMegaMarket;Dell;для работы и учебы;186999;0;0;Windows;4;Intel;Core i7;1185G7;3;Intel;Iris Xe Graphics;nan;60;512;16;LPDDR4X;0;"алюминий; углеродное волокно";11;nan
SberMegaMarket;Dell;игровой;133970;0;0;Windows;8;AMD;Ryzen 7;5800H;nan;NVIDIA;GeForce RTX 3060;nan;120;512;16;DDR4;1;пластик;6;nan
SberMegaMarket;IRBIS;для работы и учебы;19999;0;0;Windows;4;Intel;Pentium;J3710;nan;Intel;HD Graphics;nan;60;128;4;LPDDR3;1;пластик;6;nan
SberMegaMarket;Lenovo;для работы и учебы;81890;0;0;Без ОС;4;Intel;Core i5;11300H;nan;NVIDIA;GeForce MX450;16;60;512;16;DDR4;1;алюминий;8;nan
SberMegaMarket;Chuwi;универсальный;43230;0;0;Windows;4;Intel;Core i5;10210U;nan;Intel;UHD Graphics;nan;60;512;8;DDR4;1;металл;6;nan
SberMegaMarket;Lenovo;для работы и учебы;56384;0;0;Без ОС;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;5;nan
SberMegaMarket;ASUS;для работы и учебы;53400;0;0;Endless OS;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;5;nan
SberMegaMarket;ASUS;для работы и учебы;25100;0;0;Windows;2;Intel;Pentium;7505;2;Intel;UHD Graphics;14;60;128;4;DDR4;1;пластик;5;nan
SberMegaMarket;Lenovo;для работы и учебы;40499;0;0;DOS;2;Intel;Pentium;7505;2;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;05.май;nan
SberMegaMarket;Leap;для работы и учебы;11220;0;0;Windows;2;Intel;Celeron;N4000;nan;Intel;HD Graphics 600;nan;60;128;4;LPDDR4;1;пластик;4;nan
SberMegaMarket;Lenovo;для работы и учебы;28350;0;0;DOS;2;Intel;Pentium;7505;2;Intel;UHD Graphics;nan;60;256;4;DDR4;1;пластик;05.май;nan
SberMegaMarket;ASUS;для работы и учебы;75980;0;0;Без ОС;4;Intel;Core i5;11300H;nan;Intel;Iris Xe Graphics;nan;60;512;8;DDR4;0;"алюминий; пластик";8;nan
SberMegaMarket;Acer;для работы и учебы;42670;0;0;Без ОС;2;AMD;Athlon;3050U;nan;AMD;Radeon Graphics;nan;60;128;4;DDR4;1;пластик;8;nan
SberMegaMarket;HP;для работы и учебы;44991;0;0;DOS;4;Intel;Core i7;1165G7;nan;NVIDIA;GeForce MX450;nan;60;512;8;DDR4;0;пластик;4;nan
SberMegaMarket;Acer;для работы и учебы;52990;0;0;Windows;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon Graphics;nan;60;512;8;DDR4;1;пластик;8;nan
SberMegaMarket;Lenovo;игровой;75480;0;0;Без ОС;6;AMD;Ryzen 5;5600H;nan;NVIDIA;GeForce RTX 3050 Ti;nan;165;512;8;DDR4;0;пластик;8;nan
SberMegaMarket;Lenovo;для работы и учебы;80860;0;0;Без ОС;8;AMD;Ryzen 7;5800H;nan;AMD;Radeon Graphics;16;60;512;16;DDR4;1;алюминий;10;nan
SberMegaMarket;Lenovo;для работы и учебы;77990;0;0;Без ОС;6;AMD;Ryzen 5;5600H;nan;AMD;Radeon Graphics;16;60;512;16;DDR4;1;алюминий;12;nan
SberMegaMarket;ASUS;для работы и учебы;54910;0;0;Без ОС;4;Intel;Core i5;1135G7;nan;Intel;UHD Graphics;nan;60;512;8;DDR4;1;"металл; пластик";8;nan
SberMegaMarket;HIPER;для работы и учебы;35990;0;0;Windows;2;Intel;Core i3;10110U;nan;Intel;UHD Graphics;nan;nan;256;8;DDR4;0;nan;8;nan
SberMegaMarket;Acer;для работы и учебы;29741;0;0;Без ОС;4;Intel;Celeron;N5100;nan;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;8;nan
SberMegaMarket;HP;для работы и учебы;79000;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;nan;256;8;DDR4;0;nan;8;nan
SberMegaMarket;MAIBENBEN;"для бизнеса; для работы и учебы";64990;0;0;Windows;8;Intel;Core i7;1165G7;nan;Intel;Iris Xe Graphics;nan;nan;512;16;LPDDR4X;1;алюминий;16;nan
SberMegaMarket;Acer;игровой;58000;0;0;Без ОС;6;AMD;Ryzen 5;5600H;nan;NVIDIA;GeForce GTX 1650;nan;144;512;8;DDR4;1;пластик;8;nan
SberMegaMarket;HP;для работы и учебы;45900;0;0;Windows;2;Intel;Core i3;1115G4;3;Intel;UHD Graphics;nan;nan;256;8;DDR4;1;nan;8;nan
SberMegaMarket;Lenovo;nan;46070;0;0;Без ОС;2;AMD;Athlon;300U;nan;nan;nan;nan;60;256;nan;DDR4;0;пластик;nan;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";74698;0;0;Windows;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;256;8;DDR4;1;пластик;08.май;nan
SberMegaMarket;Lenovo;универсальный;219930;0;0;Windows;4;Intel;Core i5;1035G4;nan;Intel;Iris Plus Graphics;14;60;512;16;LPDDR4;0;алюминий;16;nan
SberMegaMarket;ASUS;nan;67800;0;0;nan;4;Intel;nan;8565U;nan;nan;UHD Graphics 620;nan;60;256;8;LPDDR3;0;"алюминий; магниевый сплав";19;1
SberMegaMarket;IRBIS;для работы и учебы;27370;0;0;Windows;2;Intel;Celeron;N3350;nan;Intel;HD Graphics 500;nan;60;64;4;DDR3;1;пластик;6;nan
SberMegaMarket;HP;nan;49207;0;0;nan;2;AMD;nan;3200U;nan;AMD;Radeon RX Vega 3;nan;60;256;nan;DDR4;1;пластик;07.май;nan
SberMegaMarket;Lenovo;nan;41130;0;0;nan;2;Intel;nan;1035G1;1;nan;UHD Graphics;nan;60;256;nan;DDR4;1;"пластик; алюминий";07.май;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";96669;0;0;DOS;4;Intel;Core i5;1035G1;1;Intel;UHD Graphics;14;60;512;8;DDR4;1;"пластик; алюминий";11;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";60150;0;0;Windows;4;Intel;Core i5;1035G1;1;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;HP;nan;39999;0;0;nan;2;Intel;nan;1005G1;nan;nan;UHD Graphics;14;60;256;8;DDR4;1;пластик;4;nan
SberMegaMarket;HP;для работы и учебы;87750;0;0;Windows;4;Intel;Core i5;1035G1;1;Intel;UHD Graphics G1;nan;60;256;8;DDR4;1;"алюминий; пластик";9;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";62150;0;0;Windows;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;Lenovo;для работы и учебы;54083;0;0;DOS;6;AMD;Ryzen 5;4500U;nan;AMD;Radeon RX Vega 6;nan;60;256;4;DDR4;1;пластик;07.май;nan
SberMegaMarket;Lenovo;для работы и учебы;46535;0;0;DOS;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;Lenovo;nan;34100;0;0;nan;2;Intel;nan;1005G1;nan;nan;UHD Graphics;nan;60;256;nan;DDR4;1;пластик;07.май;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";65674;0;0;Windows;4;Intel;Core i5;1035G1;1;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;для работы и учебы;96451;0;0;Windows;4;Intel;Core i7;10510U;nan;Intel;UHD Graphics 620;nan;60;512;16;DDR4;1;пластик;10;nan
SberMegaMarket;Acer;nan;47000;0;0;nan;4;Intel;nan;10110U;nan;nan;UHD Graphics;nan;60;256;4;DDR4;1;пластик;10;nan
SberMegaMarket;HP;универсальный;32206;0;0;DOS;2;AMD;Athlon;300U;nan;AMD;Radeon RX Vega 3;nan;60;256;4;DDR4;1;пластик;7;nan
SberMegaMarket;Lenovo;nan;41445;0;0;nan;2;Intel;nan;1005G1;nan;nan;UHD Graphics G1;14;60;256;nan;DDR4;1;пластик;7;nan
SberMegaMarket;MSI;игровой;109821;0;0;Без ОС;4;Intel;nan;9300H;nan;NVIDIA;nan;nan;60;0;8;DDR4;1;алюминий;4;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";36181;0;0;Windows;2;AMD;Ryzen 3;3250U;nan;AMD;Radeon RX Vega 3;14;60;128;4;DDR4;1;пластик;5;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";54110;0;0;Windows;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;128;8;DDR4;1;пластик;4;nan
SberMegaMarket;Acer;nan;43890;0;0;Без ОС;2;Intel;nan;8130U;nan;nan;UHD Graphics 620;nan;60;256;12;DDR4;1;пластик;9;nan
SberMegaMarket;Honor;nan;77507;0;0;nan;4;Intel;nan;10210U;nan;NVIDIA;GeForce MX350;nan;60;512;16;DDR4;1;алюминий;7;nan
SberMegaMarket;HP;для работы и учебы;37999;0;0;DOS;4;Intel;Core i5;1035G1;1;Intel;UHD Graphics;14;60;0;4;DDR4;1;пластик;12;nan
SberMegaMarket;DIGMA;nan;16900;0;0;nan;2;Intel;Celeron;N3350;nan;nan;HD Graphics 500;nan;60;64;nan;DDR3L;1;пластик;10;nan
SberMegaMarket;ASUS;универсальный;64214;0;0;Windows;4;Intel;Core i5;10210U;nan;Intel;UHD Graphics 620;14;60;256;8;DDR4;1;металл;8;nan
SberMegaMarket;Apple;бизнес;159270;0;0;Mac OS;8;Apple;M1;M1;nan;Apple;M1;13;nan;512;8;LPDDR4X;0;металл;20;nan
SberMegaMarket;HP;для работы и учебы;37990;0;0;DOS;2;AMD;Athlon;300U;nan;AMD;Radeon RX Vega 3;nan;60;256;4;DDR4;1;пластик;7;nan
SberMegaMarket;ASUS;игровой;216450;0;0;Windows;8;Intel;Core i7;10875H;nan;NVIDIA;GeForce RTX 2070 SUPER;nan;240;1024;16;DDR4;1;пластик;4;nan
SberMegaMarket;HP;"для бизнеса; для работы и учебы";51999;0;0;Windows;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;14;60;512;8;DDR4;1;"металл; пластик";9;nan
SberMegaMarket;HP;универсальный;39589;0;0;Windows;2;AMD;Ryzen 3;3250U;nan;AMD;Radeon RX Vega 3;14;60;256;8;DDR4;1;пластик;9;nan
SberMegaMarket;ASUS;"для бизнеса; для работы и учебы";88990;0;0;Windows;4;Intel;Core i7;1165G7;nan;Intel;Iris Graphics;14;60;512;8;DDR4;1;"металл; пластик";6;nan
SberMegaMarket;MSI;"для бизнеса; для работы и учебы";126225;0;0;Windows;4;Intel;Core i7;1185G7;3;Intel;Iris Graphics;14;60;1024;16;LPDDR4;0;металл;8;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";41863;0;0;Windows;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;512;4;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";38990;0;0;Без ОС;2;AMD;Ryzen 3;3250U;nan;AMD;Radeon RX Vega 3;nan;60;512;4;DDR4;1;пластик;7;nan
SberMegaMarket;HP;"для бизнеса; для работы и учебы";58500;0;0;Windows;2;Intel;Core i3;1005G1;nan;Intel;UHD Graphics G1;14;60;256;8;DDR4;1;пластик;10;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";59390;0;0;Без ОС;4;Intel;Core i7;1065G7;nan;Intel;Iris Plus Graphics G7;nan;60;256;8;DDR4;1;пластик;9;2
SberMegaMarket;Acer;nan;65133;0;0;nan;4;Intel;nan;1065G7;nan;nan;Iris Plus Graphics G7;nan;60;512;8;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";62337;0;0;DOS;4;Intel;Core i7;1065G7;nan;Intel;Iris Plus Graphics G7;nan;60;512;12;DDR4;1;пластик;9;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";77999;0;0;Windows;2;Intel;Core i3;1005G1;nan;Intel;UHD Graphics G1;14;60;256;4;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;nan;56690;0;0;Windows;4;AMD;nan;3500U;nan;AMD;Radeon RX Vega 8;nan;60;256;8;DDR4;1;пластик;9;nan
SberMegaMarket;Lenovo;nan;51756;0;0;nan;2;AMD;Ryzen 3;3250U;nan;AMD;Radeon RX Vega 3;14;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;HP;"для бизнеса; для работы и учебы";49307;0;0;nan;2;Intel;nan;1005G1;nan;nan;UHD Graphics;nan;60;256;8;DDR4;1;пластик;12;nan
SberMegaMarket;Acer;nan;42840;0;0;Без ОС;4;AMD;nan;3500U;nan;AMD;Radeon RX Vega 8;nan;60;256;8;DDR4;1;пластик;9;nan
SberMegaMarket;HP;"для бизнеса; для работы и учебы";38349;0;0;DOS;2;Intel;Celeron;N4020;nan;Intel;UHD Graphics;nan;60;128;4;DDR4;1;пластик;12;nan
SberMegaMarket;Acer;nan;33699;0;0;Без ОС;2;AMD;nan;3250U;nan;AMD;Radeon RX Vega 3;nan;60;128;nan;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";51990;0;0;Без ОС;2;AMD;Ryzen 3;3250U;nan;AMD;Radeon RX Vega 3;nan;60;512;8;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;nan;50891;0;0;Без ОС;4;Intel;nan;1035G1;1;nan;UHD Graphics;nan;60;256;8;DDR4;1;пластик;8;nan
SberMegaMarket;Acer;nan;40000;0;0;Без ОС;2;Intel;nan;1005G1;nan;nan;UHD Graphics;nan;60;512;8;DDR4;1;пластик;8;nan
SberMegaMarket;HP;для работы и учебы;50983;0;0;Без ОС;2;AMD;Ryzen 3;3200U;nan;AMD;Radeon RX Vega 3;nan;60;256;4;DDR4;1;пластик;7;nan
SberMegaMarket;Acer;nan;29310;0;0;Без ОС;2;AMD;Athlon;3050U;nan;AMD;Radeon Graphics;nan;60;128;nan;DDR4;1;пластик;9;nan
SberMegaMarket;ASUS;для работы и учебы;29000;0;0;Windows;2;Intel;Celeron;N4020;nan;Intel;UHD Graphics 600;nan;60;128;4;LPDDR4;1;пластик;6;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";210000;0;0;Windows;5;Intel;Core i5;L16G7;nan;Intel;UHD Graphics;nan;60;512;8;LPDDR4X;0;магниевый сплав;08.май;1
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";95589;0;0;DOS;4;Intel;Core i5;1135G7;nan;Intel;Iris Xe Graphics;nan;60;512;16;DDR4;1;пластик;11;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";33798;0;0;Windows;2;AMD;Athlon;3050U;nan;AMD;Radeon RX Vega 2;nan;60;256;4;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";53549;0;0;Windows;4;Intel;nan;N5030;2;Intel;UHD Graphics 605;nan;60;256;8;DDR4;1;пластик;06.май;nan
SberMegaMarket;Acer;nan;34409;0;0;Endless OS;4;Intel;nan;N5030;nan;nan;UHD Graphics 605;nan;60;256;8;DDR4;1;пластик;06.май;nan
SberMegaMarket;Lenovo;"для бизнеса; для работы и учебы";37284;0;0;DOS;2;Intel;Core i3;1005G1;nan;Intel;UHD Graphics;nan;60;128;4;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";25646;0;0;Endless OS;2;Intel;Celeron;N4020;nan;Intel;UHD Graphics 600;nan;60;256;4;DDR4;1;пластик;06.май;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";51990;0;0;DOS;4;AMD;Ryzen 5;3500U;nan;AMD;Radeon RX Vega 8;nan;60;1024;8;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";53999;0;0;Без ОС;4;Intel;Core i7;1065G7;nan;Intel;Iris Graphics;nan;60;512;8;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;nan;39999;0;0;nan;2;AMD;Ryzen 3;3250U;nan;AMD;Radeon RX Vega 3;nan;60;512;4;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;nan;41384;0;0;Без ОС;2;Intel;nan;1005G1;nan;nan;UHD Graphics G1;nan;60;256;8;DDR4;1;пластик;9;nan
SberMegaMarket;Acer;"для бизнеса; для работы и учебы";46983;0;0;Windows;2;Intel;Core i3;1005G1;nan;Intel;UHD Graphics G1;nan;60;512;8;DDR4;1;пластик;9;nan
SberMegaMarket;Haier;для работы и учебы;19999;0;0;Windows;2;Intel;Celeron;N3350;nan;Intel;HD Graphics;nan;60;0;4;DDR3;1;пластик;8;nan
SberMegaMarket;Acer;nan;29999;0;0;nan;2;AMD;Ryzen 3;3250U;nan;AMD;Radeon Graphics;nan;60;256;8;DDR4;1;пластик;6;nan
SberMegaMarket;Acer;для работы и учебы;37990;0;0;Без ОС;4;Intel;Pentium;N5030;nan;Intel;UHD Graphics;nan;60;256;8;DDR4;1;пластик;06.май;nan
SberMegaMarket;Acer;nan;28990;0;0;Без ОС;2;AMD;Athlon;3050U;nan;AMD;Radeon Graphics;nan;60;256;nan;DDR4;1;пластик;9;nan
