Brand,Series,PriceNow,PriceOriginal,Guarantee_year,OS,CoresNumber,Processor,ProcessorType,ProcessorModel,ProcessorFrequency_GHz,GpuManufacturer,GpuController,ScreenSize_inch,ScreenFrequency_GHz,SSDSize_GGb,RAM_GGb,RAM_type,HDMI,Material,Battery_hour,Weight_kg
ASUS,VivoBook,54999.0,64999,1,Windows 10,4.0,,,,,NVIDIA,GeForce MX350 2ГБ,14,,512.0,8.0,DDR4,1.0,пластик,8,1.22
Apple,MacBook Pro,314999.0,329999,1,macOS,10.0,,,,,Apple,,,120,1000.0,32.0,,,алюминий,21,2.15
Lenovo,IdeaPad Flex 5 14ITL05,64999.0,64999,1,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,512.0,8.0,DDR4,1.0,пластик,11,1.5
Lenovo,IdeaPad Gaming 3 15ACH6,77399.0,77399,1,не установлена,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,60,512.0,16.0,DDR4,1.0,пластик,5,2.25
GIGABYTE,SE4-73EE213SH,139999.0,159999,1,Windows 11 Домашняя,14.0,Intel,Core i7,12700H,2.3,NVIDIA,GeForce RTX 3070 8GB,15.6,144,512.0,16.0,DDR4,1.0,алюминий/ пластик,5,2.3
Lenovo,IdeaPad 5 15ITL05,59999.0,59999,1,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,256.0,8.0,DDR4,1.0,алюминий,11,1.66
Lenovo,,25999.0,25999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,UHD Graphics 600,14,,,4.0,DDR4,1.0,пластик,14,1.4
Acer,Nitro 5,114999.0,124999,1,не установлена,6.0,,,,,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,10,2.3
HP,Omen,154999.0,179999,1,не установлена,8.0,AMD,Ryzen 7,5800H,3.2,NVIDIA,GeForce RTX 3070 8GB,16.1,144,1000.0,16.0,DDR4,1.0,пластик,9.5,2.46
HP,HP Notebook 15,54999.0,54999,1,не установлена,4.0,,,,,Intel,UHD Graphics,15.6,60,,8.0,DDR4,1.0,пластик,8,1.78
Lenovo,IdeaPad Flex 5 14ITL05,79999.0,79999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,512.0,8.0,DDR4,1.0,пластик,11,1.5
ASUS,Vivobook S15 OLED,89999.0,89999,1,Windows 11 Домашняя,8.0,,,,,AMD,Radeon Graphics,15.6,120,512.0,16.0,DDR4,1.0,алюминий/ пластик,6,1.8
ASUS,VivoBook,59999.0,67999,1,не установлена,4.0,,,,,NVIDIA,GeForce GTX 1650 4GB,15.6,,512.0,8.0,DDR4,1.0,ABS-пластик,5,1.94
Lenovo,Legion 5 15ITH6H,99999.0,119999,1,не установлена,8.0,Intel,Core i7,11800H,2.3,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,165,512.0,16.0,DDR4,1.0,пластик,8,2.4
HP,,45999.0,49999,1,не установлена,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,8.0,DDR4,1.0,ABS-пластик,9,1.82
Acer,Aspire 3,17999.0,24999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics 600,15.6,,,4.0,DDR4,1.0,пластик,6,2.1
LYAMBDA,,99999.0,99999,1,не установлена,12.0,Intel,Core i5,12500H,2.5,NVIDIA,GeForce RTX 3050 4GB,17.3,144,512.0,16.0,DDR4,1.0,металл,5,2.52
GIGABYTE,KD-52EE123SO,97999.0,97999,1,Windows 11 Домашняя,6.0,Intel,Core i5,11400H,2.7,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,5,2.18
Apple,,154999.0,154999,1,macOS,8.0,,,,,,,,,256.0,16.0,,,алюминий,18,1.24
Lenovo,ThinkBook 15 G2 ITL,54999.0,59999,1,не установлена,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик/ металл,6,1.7
Lenovo,IdeaPad 1 11IGL05,24999.0,24999,1,Windows 11 Домашняя S-режим,2.0,,,,,Intel,Intel UHD Graphics 600,11.6,,128.0,4.0,DDR4,1.0,пластик,8,1.2
Lenovo,IdeaPad Flex 5 14ITL05,64999.0,64999,1,Windows 11 Домашняя 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,256.0,8.0,DDR4,1.0,пластик,11,1.5
Lenovo,,129999.0,149999,1,Windows 11 Pro 64,10.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,16.0,DDR4,1.0,алюминиевый сплав/ пластик,12,1.7
Acer,Nitro 5,114999.0,139999,1,не установлена,12.0,Intel,Core i5,12500H,2.5,NVIDIA,GeForce RTX 3060 6GB,17.3,,512.0,16.0,DDR4,1.0,пластик,6,3
HP,15 Laptop,29999.0,29999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,,,4.0,DDR4,1.0,пластик,10,2.57
LYAMBDA,,199999.0,199999,1,не установлена,14.0,Intel,Core i9,12900H,2.5,NVIDIA,GeForce RTX 3070 Ti 8GB,15.6,144,1000.0,32.0,DDR4,1.0,металл,5,2.45
MSI,Katana,143999.0,159999,1,Windows 11,14.0,Intel,Core i7,12700H,4.7,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,144,512.0,16.0,DDR5,1.0,пластик,5,2.6
LYAMBDA,,169999.0,169999,1,не установлена,14.0,Intel,Core i7,12700H,2.3,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,144,512.0,16.0,DDR4,1.0,металл,5,2.82
Lenovo,Legion 5 Pro,159999.0,159999,1,не установлена,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3060 6GB,16,165,1000.0,16.0,DDR4,1.0,анодированный алюминий,8,2.45
Lenovo,ThinkBook 13s G2 ITL,84999.0,99999,1,Windows 10 Pro 64,4.0,,,,,Intel,Intel Iris Xe Graphics,13.3,,512.0,16.0,LPDDR4X,1.0,металл,12,1.26
Lenovo,V15 G2 ITL,34999.0,39999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,,,4.0,DDR4,1.0,пластик,5,1.7
MSI,,139999.0,179999,1,Windows 11 Домашняя 64,14.0,Intel,Core i7,12700H,3.5,NVIDIA,GeForce RTX 3060 6GB,17.3,144,512.0,16.0,DDR4,1.0,металл/ пластик,8,2.6
MSI,Katana,107999.0,119999,1,DOS,10.0,Intel,Core i7,12650H,4.7,NVIDIA,GeForce RTX 3060 6GB,17.3,144,1000.0,16.0,DDR4,1.0,пластик,5,2.6
MSI,Katana,107999.0,119999,1,DOS,10.0,Intel,Core i7,12650H,4.7,NVIDIA,GeForce RTX 3060 6GB,,,1000.0,16.0,,,,5,2.6
Lenovo,,28999.0,34999,1,Windows 10 Домашняя 64,2.0,,,,,Intel,UHD Graphics 600,15.6,,256.0,8.0,DDR4,1.0,ABS-пластик,6,1.85
Dell,G15,89999.0,99999,1,Linux,8.0,,,,,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,,512.0,16.0,DDR4,1.0,пластик,5,2.65
GIGABYTE,51EE123SO,89999.0,99999,1,Windows 11 Домашняя,6.0,Intel,Core i5,11400H,2.7,NVIDIA,GeForce RTX 3050 4GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,5,2.03
GIGABYTE,XD-73UK325SH,169999.0,189999,1,Windows 10 Домашняя,8.0,Intel,Core i7,11800H,2.3,NVIDIA,GeForce RTX 3070 8GB,17.3,300,512.0,32.0,DDR4,1.0,алюминий/ пластик,5,2.77
Lenovo,IdeaPad 3 15ITL6,28999.0,31999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,,,4.0,DDR4,1.0,пластик,8,1.65
Acer,Nitro 5,109999.0,119999,1,не установлена,12.0,Intel,Core i5,12500H,2.5,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,6,2.5
HP,,69999.0,69999,1,Windows 11 Домашняя,6.0,,,,,AMD,Radeon Graphics,14,,256.0,8.0,DDR4,1.0,ABS-пластик,9,1.46
Lenovo,V15 IML,59999.0,59999,1,Windows 10 Pro,4.0,,,,,Intel,Intel UHD Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик,9,1.85
HP,HP Notebook 15,29999.0,29999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,,,4.0,DDR4,1.0,пластик,7,2.57
MSI,Crosshair 17,199999.0,199999,1,Windows 11 Домашняя 64,14.0,Intel,Core i9,12900H,1.8,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,360,1000.0,32.0,DDR4,1.0,ABS-пластик,5,2.8
HP,,59999.0,59999,1,не установлена,10.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,8.0,DDR4,1.0,пластик,8,1.69
HP,Victus 16,89999.0,99999,1,не установлена,6.0,AMD,Ryzen 5,6600H,3.3,NVIDIA,GeForce RTX 3050 Ti 4GB,16.1,144,512.0,16.0,DDR5,1.0,пластик,6.5,2.46
Lenovo,Legion 5,119999.0,119999,1,не установлена,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3060 6GB,15.6,120,1000.0,16.0,DDR4,1.0,пластик,9,2.4
MSI,Vector GP76,209999.0,229999,1,не установлена,14.0,Intel,Core i7,12700H,2.3,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,,1000.0,32.0,DDR5,1.0,ABS-пластик,5,2.9
Lenovo,V15 IGL,26999.0,26999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics 600,15.6,,,4.0,DDR4,1.0,пластик,6,1.85
Lenovo,V14 ADA,29999.0,29999,1,не установлена,2.0,,,,,AMD,Radeon Graphics,14,,,4.0,DDR4,1.0,пластик,6,1.6
MSI,,129999.0,139999,1,Windows 11 Pro,12.0,,,,,Intel,Intel Iris Xe Graphics,13.4,120,1000.0,16.0,LPDDR5,1.0,металл/ пластик,9,1.35
ASUS,TUF Gaming A15,94999.0,94999,1,Windows 10 Домашняя 64,8.0,,,,,NVIDIA,GeForce RTX 3050 4GB,15.6,144,512.0,16.0,DDR4,1.0,алюминий/ пластик,5,2.3
HP,Victus 16,114999.0,114999,1,не установлена,12.0,Intel,Core i5,12500H,2.5,NVIDIA,GeForce RTX 3060 6GB,16.1,,512.0,16.0,DDR5,,пластик/ металл,6,2.46
ASUS,VivoBook 15,39999.0,39999,1,Windows 11 Домашняя,2.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик,5,1.8
Lenovo,,49999.0,54999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,14,,256.0,8.0,DDR4,1.0,ABS-пластик,11,1.41
Acer,,54999.0,54999,1,Endless OS,2.0,,,,,NVIDIA,GeForce MX350 2ГБ,15.6,,256.0,8.0,DDR4,1.0,пластик,9,1.1
Lenovo,IdeaPad Gaming 3 15IHU6,77999.0,77999,1,Windows 11 Домашняя 64,4.0,Intel,Core i5,11300H,3.1,NVIDIA,GeForce RTX 3050 4GB,15.6,120,256.0,8.0,DDR4,1.0,пластик,8,2.25
HP,,43999.0,49999,1,не установлена,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,256.0,8.0,DDR4,1.0,ABS-пластик,11,1.46
HP,Victus,89999.0,89999,1,не установлена,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3050 4GB,16.1,144,512.0,16.0,DDR4,,пластик/ металл,8,2.46
GIGABYTE,51EE123SH,89999.0,99999,1,Windows 10 Домашняя,6.0,Intel,Core i5,11400H,2.7,NVIDIA,GeForce RTX 3050 4GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,5,2.03
HP,,24999.0,24999,1,не установлена,2.0,,,,,Intel,UHD Graphics 600,15.6,,,4.0,DDR4,1.0,ABS-пластик,10,1.76
Acer,,64999.0,64999,1,Endless OS,4.0,,,,,NVIDIA,GeForce MX350 2ГБ,15.6,,256.0,8.0,DDR4,1.0,пластик,9,1.1
Lenovo,ThinkPad E14 Gen 4 (Intel),69999.0,74999,1,не установлена,10.0,,,,,Intel,Intel Iris Xe Graphics,14,,512.0,8.0,DDR4,1.0,алюминиевый сплав,12,1.64
Lenovo,,64999.0,64999,1,Windows 10 Pro 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,256.0,8.0,DDR4,1.0,ABS-пластик,8.5,1.6
HP,,24999.0,24999,1,не установлена,4.0,,,,,Intel,UHD Graphics 600,15.6,,,4.0,DDR4,1.0,ABS-пластик,10,1.76
Lenovo,ThinkPad E15 Gen 4 (Intel),69999.0,74999,1,не установлена,10.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,8.0,DDR4,1.0,алюминиевый сплав,12,1.7
HP,Pavilion 14,52999.0,59999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,14,,512.0,16.0,DDR4,1.0,пластик/ металл,6,2.2
HP,EliteBook 830 G8,89999.0,89999,1,не установлена,4.0,,,,,Intel,Intel Iris Xe Graphics,13.3,,512.0,16.0,DDR4,1.0,ABS-пластик,,1.24
Lenovo,Legion 5 Pro 16IAH7H,219999.0,219999,1,не установлена,14.0,Intel,Core i9,12900H,3.8,NVIDIA,GeForce RTX 3070 Ti 8GB,16,165,1000.0,32.0,DDR5,1.0,анодированный алюминий,7,2.49
Lenovo,,84999.0,99999,1,Windows 10 Pro 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,256.0,8.0,DDR4,1.0,ABS-пластик,11,1.59
MSI,Raider GE76,239999.0,239999,1,Windows 11 Домашняя,14.0,Intel,Core i9,12900HK,2.5,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,,1000.0,32.0,DDR5,1.0,ABS-пластик,5,2.9
HP,,49999.0,54999,1,не установлена,4.0,,,,,NVIDIA,GeForce MX450 2ГБ,15.6,,512.0,8.0,DDR4,1.0,ABS-пластик,7,1.75
Lenovo,IdeaPad 3 15IGL05,24999.0,24999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics 600,15.6,,,4.0,DDR4,1.0,пластик,14,1.7
Lenovo,,49999.0,59999,1,Windows 11 Pro 64,4.0,,,,,Intel,Intel Iris Xe Graphics,14,,256.0,8.0,DDR4,1.0,ABS-пластик,6,1.6
Irbis,NB,17999.0,18999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,Intel HD Graphics 500,13.3,60,,4.0,DDR3L,1.0,пластик,5,1.27
ASUS,ZenBook 14X OLED,114999.0,129999,1,Windows 11 Домашняя,8.0,,,,,AMD,Radeon Graphics,14,90,512.0,16.0,LPDDR4X,1.0,алюминий,6,1.4
ASUS,ProArt Studiobook Pro 16 OLED,259999.0,259999,1,Windows 10 Домашняя 64,8.0,,,,,NVIDIA,NVIDIA RTX A3000 6GB,16,60,1000.0,32.0,DDR4,1.0,металл,6,2.4
HP,Pavilion,49999.0,49999,1,Windows 10 Домашняя 64,4.0,,,,,NVIDIA,Radeon Graphics,14,,512.0,8.0,DDR4,1.0,пластик/ алюминий,7,1.41
HUAWEI,,99999.0,119999,1,Windows 10 Домашняя 64,4.0,,,,,Intel,Intel Iris Graphics,14.2,,512.0,16.0,LPDDR4X,1.0,металл,,1.43
Apple,MacBook Pro,195999.0,195999,1,macOS,10.0,,,,,Apple,,,120,512.0,16.0,,,алюминий,17,1.64
HP,340S G7,39999.0,53999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,14,60,128.0,4.0,DDR4,1.0,пластик,10,1.47
ASUS,VivoBook 15,49999.0,49999,1,Windows 10 Домашняя,2.0,,,,,NVIDIA,GeForce MX330 2ГБ,15.6,,256.0,8.0,DDR4,1.0,пластик,6,1.8
Apple,MacBook Pro,419999.0,419999,1,macOS,8.0,,,,,Apple,,,120,8000.0,32.0,,,алюминий,17,1.64
ASUS,Vivobook 15,54999.0,59999,1,Windows 11 Домашняя 64,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,6,1.8
HP,240 G7,37999.0,37999,1,DOS,4.0,,,,,Intel,Intel UHD Graphics,14,60,,4.0,DDR4,1.0,пластик,12,1.52
Acer,Nitro 5,109999.0,124999,1,не установлена,6.0,AMD,Ryzen 5,6600H,3.3,NVIDIA,GeForce RTX 3060 6GB,15.6,,512.0,16.0,LPDDR5,1.0,пластик,6,2
MSI,Creator,242999.0,269999,1,Windows 11 Pro,14.0,,,,,NVIDIA,GeForce RTX 3070 Ti 8GB,17,165,2000.0,32.0,DDR5,1.0,алюминий/ пластик,5,2.49
MSI,Katana,62999.0,69999,1,DOS,6.0,Intel,Core i5,11400H,4.5,NVIDIA,GeForce GTX 1650 4GB,15.6,144,512.0,8.0,DDR4,1.0,пластик,5,2.25
MSI,Katana,78999.0,86999,1,DOS,12.0,Intel,Core i5,12500H,4.5,NVIDIA,GeForce RTX 3050 4GB,17.3,144,512.0,16.0,DDR4,1.0,пластик,5,2.6
MSI,Raider,242999.0,269999,1,Windows 11,16.0,Intel,Core i9,12900HX,2.3,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,240,2000.0,32.0,DDR5,1.0,алюминий/ пластик,5,2.9
MSI,Prestige,96999.0,105999,1,Windows 11,12.0,,,,,NVIDIA,GeForce GTX 1650 4GB,15.6,60,512.0,16.0,LPDDR5,1.0,пластик,5,1.69
MSI,Summit,112999.0,124999,1,Windows 11 Pro,12.0,,,,,Intel,Intel Iris Xe Graphics,13.4,120,1000.0,16.0,LPDDR5,1.0,алюминий/ пластик,5,1.35
MSI,Stealth,211999.0,234999,1,Windows 11,14.0,Intel,Core i7,12700H,2.3,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,240,2000.0,32.0,DDR5,1.0,алюминий/ пластик,5,2.8
MSI,Summit,112999.0,124999,1,Windows 11 Pro,12.0,,,,,Intel,Intel Iris Xe Graphics,16,165,1000.0,16.0,LPDDR5,1.0,алюминий/ пластик,5,1.9
MSI,CROSSHAIR 15,121999.0,134999,1,Windows 11 Домашняя 64,14.0,Intel,Core i7,12700H,3.5,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR4 SO-DIMM,1.0,металл/ пластик,6,2.3
MSI,Vector,166499.0,184999,1,Windows 11,14.0,Intel,Core i7,12700H,2.3,NVIDIA,GeForce RTX 3070 Ti 8GB,17.3,144,1000.0,16.0,DDR5,1.0,алюминий/ пластик,5,2.9
MSI,Katana GF76,64999.0,71999,1,DOS,6.0,Intel,Core i5,11400H,2.7,NVIDIA,GeForce GTX 1650 4GB Max-Q,17.3,144,512.0,8.0,DDR4 SO-DIMM,1.0,металл/ пластик,5,2.6
MSI,Katana,89999.0,99999,1,Windows 11,8.0,Intel,Core i5,12450H,4.4,NVIDIA,GeForce RTX 3050 Ti 4GB,17.3,144,512.0,16.0,DDR4,1.0,пластик,5,2.6
MSI,Katana,99999.0,109999,1,Windows 11,8.0,Intel,Core i5,12450H,4.4,NVIDIA,GeForce RTX 3060 6GB,17.3,144,512.0,16.0,DDR4,1.0,пластик,5,2.6
HP,ProBook 450 G9,69999.0,69999,1,не установлена,10.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,8.0,DDR4,1.0,алюминий,10,1.74
Lenovo,IdeaPad 3 15ABA7,49999.0,49999,1,Windows 11 Домашняя 64,6.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,ABS-пластик,13,1.65
HP,ProBook 450 G8,59999.0,88999,1,Windows 10 Pro,2.0,,,,,Intel,Intel UHD Graphics,15.6,,256.0,8.0,DDR4,1.0,алюминий,12.5,1.74
Lenovo,IdeaPad 1 15ADA7,44999.0,44999,1,Windows 11 Домашняя 64,2.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,ABS-пластик,9.5,1.6
Lenovo,IdeaPad 1 15ADA7,39999.0,39999,1,не установлена,2.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,ABS-пластик,9.5,1.6
Lenovo,IdeaPad Gaming 3 16IAH7,104999.0,104999,1,не установлена,12.0,Intel,Core i5,12500H,3.3,NVIDIA,GeForce RTX 3050 Ti 4GB,16,165,1000.0,16.0,DDR4,1.0,ABS-пластик,10,2.6
Haier,,69999.0,69999,1,Windows 11,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,60,512.0,8.0,DDR4,1.0,металл/ пластик,9,1.6
Lenovo,V14 G2 ITL,42999.0,49999,1,Windows 10 Pro 64,2.0,,,,,Intel,Intel UHD Graphics,14,,256.0,8.0,DDR4,1.0,пластик,6,1.6
MSI,Prestige 14,109999.0,155999,1,Windows 10 Домашняя 64,4.0,,,,,NVIDIA,GeForce GTX 1650 4GB Max-Q,14,,1000.0,16.0,DDR4,,алюминиевый сплав,10,1.29
ASUS,Vivobook,38999.0,43499,1,Windows 11 Домашняя,2.0,,,,,Intel,Intel UHD Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик,5,1.8
MSI,Prestige 14,170499.0,170499,1,Windows 10 Домашняя 64,4.0,,,,,NVIDIA,GeForce GTX 1650 4GB Max-Q,14,,1000.0,16.0,DDR4,,алюминиевый сплав,10,1.29
MSI,Pulse GL66,85899.0,85899,1,не установлена,6.0,Intel,Core i5,11400H,2.7,NVIDIA,GeForce RTX 3050 Ti 4GB,15.6,144,512.0,8.0,DDR4,1.0,алюминиевый сплав,5.17,2.25
Dell,Vostro,59999.0,100899,1,Linux,4.0,,,,,NVIDIA,GeForce MX350 2ГБ,15.6,60,512.0,8.0,DDR4,1.0,пластик,5,1.69
Lenovo,Ideapad 3 15,39999.0,50899,1,не установлена,4.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик,9,1.65
Dell,Vostro 15,59999.0,68899,1,Linux,4.0,,,,,AMD,Radeon RX Vega 8,15.6,60,256.0,8.0,DDR4,1.0,пластик,5,1.7
Lenovo,IdeaPad 3,41899.0,41899,1,Windows 10 Домашняя,2.0,,,,,AMD,Radeon Graphics,15.6,,256.0,4.0,DDR4,1.0,пластик,9,1.85
Acer,Extensa,51999.0,51999,1,,2.0,,,,,AMD,Radeon Graphics,15.6,,512.0,8.0,DDR4,1.0,пластик,9,1.9
ASUS,Vivobook,34999.0,34999,1,Windows 10 Домашняя,2.0,,,,,NVIDIA,GeForce MX130 2ГБ,14,,256.0,4.0,DDR4,1.0,пластик,5,1.6
Acer,Extensa,39999.0,45999,1,Windows 10 Домашняя,2.0,,,,,AMD,Radeon Graphics,15.6,,512.0,4.0,DDR4,1.0,пластик,9,1.9
Dell,Vostro,149799.0,149799,1,Windows 10 Pro,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,16.0,DDR4,1.0,пластик,5,1.78
HP,255 G8,54999.0,54999,1,Windows 10 Pro,4.0,,,,,AMD,Radeon Graphics,15.6,,256.0,8.0,DDR4,1.0,пластик,7,1.78
HP,15S,63599.0,63599,1,Windows 10 Домашняя,4.0,,,,,AMD,Radeon Graphics,15.6,,256.0,4.0,DDR4,1.0,пластик,7,1.7
MSI,Pulse GL66,104999.0,104999,1,Windows 10 Домашняя,8.0,Intel,Core i7,11800H,2.3,NVIDIA,GeForce RTX 3050 4GB,15.6,144,512.0,8.0,DDR4,1.0,алюминиевый сплав,5.17,2.25
MSI,"GE63 Raider RGB (15"")",163690.0,163690,2,Windows 10 Домашняя 64,6.0,Intel,Core i7,8750H,2.2,NVIDIA,GeForce RTX 2080 8GB,15.6,,256.0,16.0,,1.0,алюминий/ пластик,5,2.6
Acer,Extensa,27999.0,34899,1,,2.0,,,,,AMD,Radeon Graphics,15.6,,128.0,4.0,DDR4,1.0,пластик,9,1.9
ASUS,VivoBook 15 OLED,48999.0,63899,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,256.0,8.0,DDR4,1.0,алюминий/ пластик,5,1.8
Acer,Extensa,44199.0,44199,1,не установлена,4.0,,,,,AMD,Radeon Vega 8,15.6,60,512.0,8.0,DDR4,1.0,пластик,5,1.9
HP,,63799.0,63799,1,DOS,6.0,,,,,AMD,Radeon Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,8,1.69
ASUS,Vivobook Go 14,27199.0,27199,1,Windows 11 Домашняя,2.0,,,,,Intel,Intel UHD Graphics 600,14,60,,4.0,DDR4,1.0,пластик,10,1.3
HP,250 G8,54899.0,54899,1,Windows 11 Pro,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,256.0,8.0,DDR4,1.0,пластик,8,1.74
Acer,Extensa,38999.0,45999,1,не установлена,4.0,,,,,AMD,Radeon Vega 8,15.6,60,256.0,8.0,DDR4,1.0,пластик,5,1.9
Lenovo,V15-ADA,49999.0,49999,1,DOS,4.0,,,,,AMD,Radeon Vega 8,15.6,60,256.0,8.0,DDR4,1.0,пластик,6,1.85
Lenovo,IdeaPad 5 15ALC05,76899.0,76899,1,не установлена,8.0,,,,,AMD,Radeon Graphics,15.6,60,512.0,16.0,DDR4,1.0,пластик,9,1.66
HP,,48399.0,48399,1,DOS,4.0,,,,,AMD,Radeon Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,7,1.74
HP,Omen,207699.0,207699,1,не установлена,8.0,,,,,NVIDIA,GeForce RTX 3070 8GB,16.1,165,1000.0,16.0,DDR5,1.0,алюминий/ пластик,6,2.36
Dell,Latitude,81999.0,81999,3,Linux,4.0,,,,,Intel,Intel Iris Xe Graphics,13.3,,256.0,8.0,DDR4,1.0,углеродное волокно,12,1.18
HP,250 G8,50899.0,50899,1,DOS,4.0,,,,,Intel,Intel UHD Graphics,15.6,60,256.0,4.0,DDR4,1.0,пластик,8,1.74
Dell,Vostro 15,54999.0,88599,1,Linux,4.0,,,,,AMD,Radeon RX Vega 10,15.6,60,512.0,8.0,DDR4,1.0,пластик,5,1.7
MSI,Summit E13 Flip EVO,154999.0,154999,1,Windows 10 Pro,4.0,,,,,Intel,Intel Iris Xe Graphics,13.4,60,512.0,16.0,DDR4,,алюминиевый сплав,20,1.35
HP,255 G8,54999.0,75999,1,DOS,8.0,,,,,AMD,Radeon Graphics,15.6,60,256.0,8.0,DDR4,1.0,пластик,7,1.74
MSI,PRESTIGE 15,174499.0,174499,1,Windows 11 Домашняя 64,4.0,,,,,NVIDIA,GeForce RTX 3050 4GB,15.6,,512.0,16.0,DDR4,1.0,алюминиевый сплав,16,1.65
HP,VICTUS,106999.0,106999,1,Windows 11,6.0,AMD,Ryzen 5,5600H,3.3,NVIDIA,GeForce RTX 3060 6GB,16.1,144,512.0,8.0,DDR4,1.0,пластик,8.5,2.48
Lenovo,ThinkPad X,145999.0,145999,3,Windows 10 Pro 64,4.0,,,,,Intel,Intel UHD Graphics 620,13.3,60,256.0,8.0,DDR4,1.0,пластик,17,1.22
MSI,Pulse GL66,274499.0,274499,1,Windows 11 Домашняя,14.0,Intel,Core i7,12700H,3.5,NVIDIA,GeForce RTX 3070 8GB,15.6,144,1000.0,16.0,DDR4,1.0,алюминиевый сплав,5.17,2.25
Dell,Vostro,131499.0,131499,1,Windows 10,4.0,,,,,NVIDIA,GeForce MX450 2ГБ,15.6,60,512.0,8.0,DDR4,1.0,алюминиевый сплав,7.75,1.75
MSI,Bravo 15,118999.0,118999,1,Windows 10 Домашняя,8.0,AMD,Ryzen 7,5800H,3.2,AMD,Radeon RX 5500M 4ГБ,15.6,144,512.0,16.0,DDR4,1.0,алюминиевый сплав,7.75,2.35
Acer,Extensa,35399.0,35399,1,не установлена,2.0,,,,,AMD,Radeon Graphics,15.6,,256.0,4.0,DDR4,1.0,пластик,9,1.9
